quality_score,Species,Country of Origin,Farm Name,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Min_Altitude,Max_Altitude
78.25,Arabica,United States (Hawaii),,,KP120314,Kona Pacific Farmers Cooperative,,KONA,,18,9.1125,2014,"January 20th, 2015",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78,11%,2 full defects,0,Green,8 full defects,"January 20th, 2016",,
78.25,Arabica,United States (Hawaii),,,2209401 KONA PRIME,Kona Pacific Farmers Cooperative,,KONA,,5,9.1125,2012,"May 24th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78,11%,4 full defects,0,Green,31 full defects,"May 24th, 2013",,
78.17,Arabica,Indonesia,vary,east java,,PT. Shriya Artha Nusantara,1300,Ijen East Java,vary farms,2,1,2016,"July 18th, 2017",SanJava Coffee,Java,Completed,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78,13%,0 full defects,0,,1 full defects,"July 18th, 2018",1300,1300
78.08,Arabica,Mexico,,"CORDOBA, VER.",1104341113,,1050,CORDOBA,CONSUELO GONZALEZ GOMEZ,320,1,2012,"July 11th, 2012",GUSTAVO AMIEVA GONZALEZ,Typica,Completed,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78,11%,0 full defects,0,Green,3 full defects,"July 11th, 2013",1050,1050
78,Arabica,Taiwan,???? (HOE Vs. FLOWER COFFEE FARM),???? (HOE Vs. FLOWER COFFEE FARM),Taiwan,Taiwan Coffee Laboratory,650,"??????( Dongshan Dist., Tainan City)","???( Lin, Chun-Chi)",8,10,2016,"June 6th, 2017","Lin, Che-Hao Krude ???",Yellow Bourbon,Completed,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0%,3 full defects,0,Green,4 full defects,"June 6th, 2018",650,650
78,Arabica,Honduras,Varios Farms,Cafes Finos de Exportacion S. de R.L.,13-117-88,CAFES FINOS DE EXPORTACION S DE R.L.,1350,INTIBUCA,Cooperativa Coaquil,275,2,2014,"May 15th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Completed,Natural / Dry,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,11%,2 full defects,0,Green,6 full defects,"May 15th, 2015",1350,1350
78,Arabica,United States (Hawaii),,,KF 21614,Kona Pacific Farmers Cooperative,,KONA,,5,9.1125,2014,"March 18th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78,12%,2 full defects,0,Green,3 full defects,"March 18th, 2015",,
78,Arabica,Guatemala,VARIAS,LAS AMERICAS,11-951-136,"OUTSPAN GUATEMALA, S.A.",4000 P.S.N.M,ORIENTE,VARIOS,275,69,2014,"February 7th, 2014",Juan Luis Alvarado Romero,Other,Completed,Washed / Wet,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,10%,1 full defects,0,Green,2 full defects,"February 7th, 2015",4000,4000
78,Arabica,China,Hani,Hani,na,GreenHouse Coffee China,1200 meters,Puer,GreenHouse Coffee,16,2,2013,"September 5th, 2013",Samuel Eli Gurel,Typica,Completed,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,10%,0 full defects,0,Green,28 full defects,"September 5th, 2014",1200,1200
78,Arabica,Guatemala,LA UNION MONTEVERDE,BENEFICIO IXCHEL,11/9772/3,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,"AGRICOLA MONTE VERDE, S.A.",250,69,2013,"April 29th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,11%,3 full defects,0,Green,9 full defects,"April 29th, 2014",4300,4300
78,Arabica,Mexico,FINCA LA FORTUNA,FINCA LA FORTUNA,1506558883,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,850,"MOTOZINTLA, CHIAPAS",MARIO GARCÍA,10,1,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Completed,Washed / Wet,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,12%,2 full defects,0,Green,7 full defects,"September 11th, 2013",850,850
77.92,Arabica,Costa Rica,Several,Several,5-545-0007,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,1200 msm,occidental,Beneficio la Eva S.A.,250,1,2014,"February 3rd, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Completed,Washed / Wet,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77,12%,2 full defects,0,Green,4 full defects,"February 3rd, 2016",1200,1200
77.92,Arabica,Mexico,EL REGADITO,EL REGADITO,0,,1248,PETATLAN,GUSTAVO ABARCA SOLIS,50,1,2012,"July 26th, 2012",GUSTAVO ABARCA SOLIS,Typica,Completed,Washed / Wet,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77,11%,0 full defects,0,Green,3 full defects,"July 26th, 2013",1248,1248
77.92,Arabica,Guatemala,Conquista/ Morito,Beneficio Ixchel,11/23/0121,"UNEX (GUATEMALA), S.A",,ORIENTE,Conquista/ Morito,250,1,2012,"January 13th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77,11%,0 full defects,0,Green,7 full defects,"January 12th, 2013",,
77.83,Arabica,Nicaragua,EL BRIGADUM - LA CORONELA,DRY MILL,16039,"BENEFICIADORA NORTEÑA DE CAFE, S. A. (BENCAFE)",1000,JINOTEGA PROVINCE,MARCIO ALBERTO RIVERA CASTELLON,275,69,2016,"February 29th, 2016","BENCAFE, S. A.",,Completed,,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77,10%,0 full defects,0,Bluish-Green,0 full defects,"February 28th, 2017",1000,1000
77.83,Arabica,Guatemala,EL SACRAMENTO,BENEFICIO IXCHEL,11/23/0333,"UNEX (GUATEMALA),S.A",4300,ORIENTE,LUIS RODRIGUEZ,250,1,2013,"February 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77,11%,0 full defects,0,Green,2 full defects,"February 7th, 2014",4300,4300
77.67,Arabica,Taiwan,"Dongshan Gaoyuan village chief manor coffee Tainan, Taiwan ??????????????","Dongshan Gaoyuan village chief manor coffee Tainan, Taiwan ??????????????",Taiwan,"RED ON TREE CO., LTD.",750-800 M,"Dongshan Dist., Tainan City ??????",Chen Shuei Lian ???,100,10,2012,"May 29th, 2013","Lin, Che-Hao Krude ???",Typica,Completed,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,77,11%,0 full defects,0,Bluish-Green,0 full defects,"May 29th, 2014",750,800
77.58,Arabica,United States (Hawaii),,,KP3150140,Kona Pacific Farmers Cooperative,,KONA,,5,9.1125,2013,"May 3rd, 2013",Kona Pacific Farmers Cooperative,,Completed,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,77,12%,1 full defects,0,Green,5 full defects,"May 3rd, 2014",,
77.5,Arabica,Mexico,RANCHO LOS LAURELES,RANCHO LOS LAURELES,110548082,,1300,COATEPEC,RUBRIA OCHOA BELLO,23,1,2012,"September 17th, 2012",STEPHANY ESCAMILLA FEMAT,Typica,Completed,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77,13%,0 full defects,0,Green,3 full defects,"September 17th, 2013",1300,1300
77.42,Arabica,Guatemala,LA ESPERANZA Y ANEXOS,BENEFICIO IXCHEL,11/426/1,"UNEX (GUATEMALA),S.A",4300,ORIENTE,MARGARITA DE NUYENS Y/O CARLOS NUYENS,250,1,2013,"January 29th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77,11%,2 full defects,0,Green,15 full defects,"January 29th, 2014",4300,4300
77.33,Arabica,Brazil,Fazenda Capoeirinha,Dry mill,002/1660/0080,Ipanema Coffees,890,South of Minas Gerais,Ipanema Agricola S.A,320,60,2017 / 2018,"October 20th, 2017",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77,0%,0 full defects,0,Green,3 full defects,"October 20th, 2018",890,890
77.33,Arabica,Guatemala,VARIAS,LAS AMERICAS,11-951-136,"OUTSPAN GUATEMALA, S.A.",4000 P.S.N.M.,ORIENTE,VARIOS,275,69,2014,"April 8th, 2014",Juan Luis Alvarado Romero,Other,Completed,Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77,10%,1 full defects,0,Green,2 full defects,"April 8th, 2015",4000,4000
77.33,Arabica,Mexico,EL NARANJO,"ZARAGOZA ITUNDUJIA, OAXACA",0,CAFEORGANICO.MX,1500,ZARAGOZA ITUNDUJIA,AQUILINO GARCÍA RIAÑO,10,1,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Completed,Washed / Wet,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77,15%,4 full defects,0,None,5 full defects,"September 13th, 2013",1500,1500
77.25,Arabica,Haiti,Mixed,KKKLD,,Haiti Coffee,400-1250m,"Dondon, Haiti",Mixed,1,0.3645,2013,"May 5th, 2014",Myriam Kaplan-Pasternak,Typica,Completed,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77,10%,0 full defects,0,,1 full defects,"May 5th, 2015",400,1250
77.25,Arabica,United States (Hawaii),,Kona Pacific Farmers Cooperative,Specialty Coffee Association of America,Kona Pacific Farmers Cooperative,,KONA,Kona Pacific Farmers Cooperative,9,0.18225,2013,"January 27th, 2014",Eileen Koyanagi,,Completed,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,77,12%,1 full defects,0,Green,5 full defects,"January 27th, 2015",,
77.17,Arabica,Mexico,FINCA LOS ANDES,FINCA LA FORTUNA,1506558882,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,1200,"MOTOZINTLA, CHIAPAS",ALEJANDRO GARCÍA PALACIOS,10,1,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Completed,Washed / Wet,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,77,12%,1 full defects,0,Green,11 full defects,"September 11th, 2013",1200,1200
77,Arabica,Peru,"producer group (approx. 1,000 farmers)",,30,"Tony's Coffee and Teas, Inc.",900-1500 masl,"San Ignacio, Jaen, Cajamarca",Sol y Cafe,275,2,2014,"June 16th, 2015",Andrew Bowman,Caturra,Completed,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0%,7 full defects,0,Green,9 full defects,"June 15th, 2016",900,1500
76.83,Arabica,India,,"Aspinwall & CO. LTD, Mangalore",14/7/2015/172,Olam Japan,,Chickmangalore,Aspinwall & CO. LTD,20,50,2016,"January 16th, 2017",Joshua Marsceau,,Completed,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,76,0%,0 full defects,7,Green,0 full defects,"January 16th, 2018",,
76.75,Arabica,Mexico,Various smallholders,Various smallholders' wet mills,016/2362/0051,,1200 m,"Pluma Hidalogo, Oaxaca",Various smallholders,250,6,08/09 crop,"April 9th, 2010",Masamichi Hiroike,Typica,Completed,,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,76,0%,0 full defects,0,,0 full defects,"April 9th, 2011",1200,1200
76.5,Arabica,Guatemala,Conquista/Morito,Beneficio Ixchel,11/23/01,Asociación Nacional del Café - Anacafe -,,Oriente,Conquista/Morito,250,2,2012,"January 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,76,12%,0 full defects,0,None,4 full defects,"January 2nd, 2013",,
76.42,Arabica,Mexico,,EXPORTADORA MORETTO S.A. DE C.V.,0,EXPORTADORA MORETTO S.A. DE C.V.,1100,COATEPEC,CASTULO GUTIERREZ,10,1,2012,"July 26th, 2012",HOMERO ANTONIO DE ANDA ANDRADE,Typica,Completed,Washed / Wet,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76,13%,0 full defects,0,Green,14 full defects,"July 26th, 2013",1100,1100
76.33,Arabica,Guatemala,AGROPECUARIA QUIAGRAL,BENEFICIO IXCHEL,11/23/0394,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,69,2012,"April 30th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76,11%,0 full defects,0,Green,8 full defects,"April 30th, 2013",4300,4300
76.33,Arabica,Guatemala,Conquista/Morito,Beneficio Ixchel,11/23/0101,Eduardo Ambrocio,,Oriente,Conquista/Morito,250,2,2011/2012,"January 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,76,11%,0 full defects,0,,5 full defects,"January 2nd, 2013",,
76.25,Arabica,United States (Hawaii),,,KPBP 21114,Kona Pacific Farmers Cooperative,,KONA,,2,9.1125,2014,"March 18th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76,0%,0 full defects,0,Green,0 full defects,"March 18th, 2015",,
76.17,Arabica,United States (Hawaii),,Kona Pacific Farmers Cooperative,Specialty Coffee Association,Kona Pacific Farmers Cooperative,,KONA,Kona Pacific Farmers Cooperative,6,9.1125,2013,"January 20th, 2014",Eileen Koyanagi,,Completed,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,76,0%,0 full defects,0,Bluish-Green,3 full defects,"January 20th, 2015",,
76.17,Arabica,Mexico,AGUA DE LA MARIPOSA,"ZARAGOZA ITUNDUJIA, OAXACA",1405792248,CAFEORGANICO.MX,1400,ZARAGOZA ITUNDUJIA,ISIDORA HERAS HERNANDEZ,11,1,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Completed,Washed / Wet,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76,16%,2 full defects,0,None,4 full defects,"September 17th, 2013",1400,1400
76.17,Arabica,Indonesia,1,1,1,,3500,Indonesia,1,15,2,2011,"January 18th, 2012",William Ho,Other,Completed,Natural / Dry,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76,12%,4 full defects,0,None,26 full defects,"January 17th, 2013",3500,3500
76.08,Arabica,Mexico,FINCA TEPICTLA,TEPICTLA Y XALAPA VERACRUZ,1104372556,EL MEJOR CAFÉ,1250,TEPICTLA,GUILLERMO EDUARDO BOBADILLA MUGUIRA,20,1,2012,"September 10th, 2012",GUILLERMO EDUARDO BOBADILLA MUGUIRA,Bourbon,Completed,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76,12%,0 full defects,0,Green,12 full defects,"September 10th, 2013",1250,1250
76,Arabica,Honduras,Varios Farms,Cafes Finos de Exportacion S. de R.L.,13-117-87,CAFES FINOS DE EXPORTACION S DE R.L.,1350,INTIBUCA,Cooperativa Coaquil,275,2,2014,"May 15th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Completed,Natural / Dry,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,11%,0 full defects,0,Green,7 full defects,"May 15th, 2015",1350,1350
75.83,Arabica,Philippines,various smallholders from the municipality of Tuba,,0,Prime3,1000+ meters,"Benguet, Mountain Province",various smallholders,1,2,2012,"May 14th, 2013",Ana Gonzales,,Completed,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75,12%,0 full defects,0,Green,2 full defects,"May 14th, 2014",1000,1000
75.67,Arabica,Brazil,,Copag,,Volcafe Ltda.,,Monte Carmelo - Cerrado,,440,59,2017 / 2018,"October 27th, 2017",Volcafe Ltda. - Brasil,,Completed,Natural / Dry,7.17,7,6.83,7.5,7.17,7,8,8,10,7,75,11%,0 full defects,1,Green,6 full defects,"October 27th, 2018",,
75.58,Arabica,Guatemala,AGROPECUARIA QUIAGRAL,BENEFICIO IXCHEL,11/23/0768,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,1,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75,11%,0 full defects,0,Green,15 full defects,"July 9th, 2013",4300,4300
75.58,Arabica,Guatemala,Conquista / Morito,Beneficio Ixchel,11/23/0121,"Unex (Guatemala), s.a.",,Oriente,Conquista / Morito,250,1,2012,"January 6th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75,12%,0 full defects,0,,10 full defects,"January 5th, 2013",,
75.5,Arabica,Mexico,LA JOYA,"PALO BLANCO, TLACUILOTEPEC, PUEBLA",1207093598,PRODUCTORES E INDUSTRIALIZADORES DE CAFÉ ORGÁNICO LA FE S.C. DE R.L.,1100,TLACUILOTEPEC,JUANA RODRIGUEZ GUTIERREZ,10,1,2012,"September 12th, 2012",JUANA RODRIGUEZ GUTIERREZ,Pacamara,Completed,Washed / Wet,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75,11%,4 full defects,0,Green,20 full defects,"September 12th, 2013",1100,1100
75.17,Arabica,Mexico,"ZARAGOZA, MONTELIBANO, PAMAL NAVIL","ZARAGOZA, MONTELIBANO, PAMAL NAVIL",2670,SPOSEL S. DE S.S.,1200,OCOSINGO,SPOSEL S. DE S.S.,100,1,2012,"September 12th, 2012",FRANCISCO HERNANDEZ LORENZO,Mundo Novo,Completed,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75,11%,0 full defects,0,Green,20 full defects,"September 12th, 2013",1200,1200
75.17,Arabica,Mexico,FINCA MONTE GRANDE,,F07008657,CAFE MONTEGRANDE,1100,,SURAYA MAGDALENA LOTFE CALDERON,36,1,2012,"June 6th, 2012",MONTEGRANDE,Other,Completed,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,75,12%,0 full defects,0,,8 full defects,"June 6th, 2013",1100,1100
75.17,Arabica,Mexico,PEÑA CAMPANA,PEÑA CAMPANA,3,UNION REGIONAL DE CAFETICULTORES DE LA MAZATECA ALTA,1280,HUAUTLA DE JIMENEZ,"MARTÍN JIMENEZ CASIANO, PAULINA CERQUEDA ALVAREZ, JULIO MARTINEZ TERAN",18,1,2012,"March 5th, 2012",MARTIN JIMENEZ CASIANO,Typica,Completed,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,75,13%,23 full defects,0,Bluish-Green,29 full defects,"March 5th, 2013",1280,1280
75,Arabica,Mexico,LA CRUZ,MECATLÁN VERACRUZ,0,GRUPO JUVENIL MAGTAYANI AC,850,MECATLÁN,MIGUEL LOPEZ TIRZO,43,1,2012,"July 11th, 2012","GRUPO JUVENIL MAGTAYANI, AC",Typica,Completed,Washed / Wet,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,14%,15 full defects,0,Green,7 full defects,"July 11th, 2013",850,850
74.92,Arabica,Mexico,EL LIMÓN,"ZARAGOZA ITUNDUJIA, OAXACA",0,CAFEORGANICO.MX,1500,ZARAGOZA ITUNDUJIA,GEREMIAS RIAÑO LOPEZ,14,1,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Completed,Washed / Wet,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,74,17%,0 full defects,0,None,6 full defects,"September 13th, 2013",1500,1500
74.83,Arabica,Mexico,LA ORDUÑA,FALCAFE S.A. DE C.V.,1104362940,,1250,COATEPEC,PABLO ENRIQUE MARTINEZ GAMA,20,1,2012,"August 1st, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Completed,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74,12%,0 full defects,0,Green,30 full defects,"August 1st, 2013",1250,1250
74.75,Arabica,Guatemala,Conquista / Morito,Beneficio Ixchel,11/23/0122,"Unex (Guatemala), S.A.",,Oriente,Conquista / Morito,250,1,2012,"January 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,74,11%,0 full defects,0,,8 full defects,"January 8th, 2013",,
74.75,Arabica,Guatemala,Conquista/Morito,Beneficio Ixchell,11/23/0101,"Unex (Guatemala), S.A.",,Oriente,Conquista/Morito,250,1,2012,"January 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,74,11%,0 full defects,0,,10 full defects,"January 4th, 2013",,
74.67,Arabica,Mexico,SIERRA MADRE,"ANGEL ALBINO CORZO, CHIAPAS",016-2129,CESMACH S.C.,1700,CHIAPAS,CESMACH (VARIOS),275,1,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Completed,Washed / Wet,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74,12%,0 full defects,0,Green,7 full defects,"March 29th, 2014",1700,1700
74.42,Arabica,United States (Hawaii),,,KPBP 022414,Kona Pacific Farmers Cooperative,,KONA,,3,9.1125,2014,"March 13th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,74,0%,1 full defects,0,Blue-Green,2 full defects,"March 13th, 2015",,
74.33,Arabica,Guatemala,LA CASTELLANA,BENEFICIO IXCHEL,11/23/0796,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,AGRIPEC DE LA VEGA Y CIA.,250,69,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74,11%,1 full defects,0,Green,1 full defects,"June 6th, 2014",4300,4300
74.33,Arabica,Mexico,LAS CEIBAS,CATUAI AMARILLO SSS,1104355254,,1140,"CHOCAMAN, VERACRUZ",JORGE OCTAVIO ESCAMILLA PRADO,20,1,2012,"September 10th, 2012",JORGE OCTAVIO ESCAMILLA PRADO,Typica,Completed,Washed / Wet,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74,14%,3 full defects,0,Green,11 full defects,"September 10th, 2013",1140,1140
74,Arabica,Mexico,LA MARINA-EL ORIZABEÑO,BENEFICIO DE CAFÉ TECOXOLCO S. DE R.L. DE C.V.,1104820070,,1200,XALAPA,MYRNA ROXANA GÁLVEZ GONZÁLEZ,100,1,2012,"September 17th, 2012",MYRNA ROXANA GALVEZ GONZALEZ,Typica,Completed,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,74,13%,0 full defects,0,None,27 full defects,"September 17th, 2013",1200,1200
73.83,Arabica,Mexico,RANCHO VIGIA,RANCHO VIGIA,0,,1250,COAEPEC,EUGENE HOLMAN PEW,20,1,2012,"August 1st, 2012",EUGENE HOLMAN PEW,Typica,Completed,Washed / Wet,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73,12%,0 full defects,0,Green,19 full defects,"August 1st, 2013",1250,1250
73.67,Arabica,United States (Hawaii),,,220456,Kona Pacific Farmers Cooperative,,KONA,,22,9.1125,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73,0%,9 full defects,0,,17 full defects,"April 6th, 2013",,
73.5,Arabica,Brazil,,Dinamo Armazens Gerais Ltda,002/4542/0189,BOURBON SPECIALTY COFFEES,,CAMPOS ALTOS - CERRADO,,300,60,2016,"December 28th, 2015",BOURBON SPECIALTY COFFEES,,Completed,,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,73,11%,0 full defects,1,Green,0 full defects,"December 27th, 2016",,
73.42,Arabica,Honduras,Varios Farms,Cafes Finos de Exportacion S. de R.L.,13-117-88,CAFES FINOS DE EXPORTACION S DE R.L.,1350,INTIBUCA,Cooperativa Coaquil,275,2,2014,"April 26th, 2014",CAFES FINOS DE EXPORTACION S DE R.L.,Pacas,Completed,Washed / Wet,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73,11%,1 full defects,0,Green,16 full defects,"April 26th, 2015",1350,1350
72.92,Arabica,Mexico,various small farms,U.C.I.R.I.,0016-2722-0001,UPCTIZ Zapoteca S.P.R. de R.L.,"1,200 meters",Sierra Alta Mixe y Zapoteca,various small producers,280,69,2014,"May 8th, 2014",Kurt Kappeli,Typica,Completed,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72,0%,1 full defects,0,,1 full defects,"May 8th, 2015",1,1
72.58,Arabica,United States (Hawaii),,,KP 022014,Kona Pacific Farmers Cooperative,,KONA,,11,9.1125,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72,11%,5 full defects,0,Green,9 full defects,"March 10th, 2015",,
72.33,Arabica,Haiti,2000 farmers,Cooperative Agro-industrielle de Marmela,,,640m-1400m,Marmelade,Asosyasyon Plantè Kafe Krètapen (APCAP) ;Asosyasyon plantè Kafe Basen (APKBA);Asosyasyon Plantè Kafe,85,11.84625,2010,"August 23rd, 2011",Myriam Kaplan-Pasternak,,Completed,,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,72,8%,1 full defects,0,,0 full defects,"August 22nd, 2012",640,1400
71.75,Arabica,Costa Rica,Several,Several,5-545-0015,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,1200 msm,occidental,Beneficio la Eva S.A.,250,1,2014,"February 3rd, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Caturra,Completed,Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71,11%,0 full defects,0,Green,7 full defects,"February 3rd, 2016",1200,1200
71.08,Arabica,Mexico,LA VUELTA,"MAZATEPEC, TLATLAUQUITEPEC, PUEBLA",11111,CAFE COLONIAL DE TLATLAUQUITEPEC,800,TLATLAUQUITEPEC,JOSÉ ARMANDO NORBERTO BORZANI LEMINI,10,1,2012,"September 10th, 2012",JOSE ARMANDO NORBERTO BORZANI LEMINI,Mundo Novo,Completed,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,71,12%,4 full defects,0,Green,24 full defects,"September 10th, 2013",800,800
